1579237425716793345,2022-10-09 22:28:37+00:00,"Do you believe we are soon facing a nuclear war?☢🚀

#AtomicBomb #Putin #Russia #Ukraine️ #Ukraina #Iran #NATO #NorthKorea #SouthKorea #Korea #China #Japan #war #NuclearWar #NuclearArmageddon #NoWar #нетвойнесУкраиной #нетвойне #UkraineRussiaWar #USA #America #Biden",Mother Earth 🌎 ❤ ,0,0
1579236115059351553,2022-10-09 22:23:25+00:00,".@NATO 

MAKE NO MISTAKE... together, we will fight and win Nuclear World War III with...

The Power of Nonviolence...

The Power of Unity... 

AND...

The Power of 388 'Magic' Tweets.

100% GUARANTEED!

#388MagicTweets

#NATO 

#UKRAINE https://t.co/R3sxixpeFK",Boston,0,0
1579233283266650113,2022-10-09 22:12:10+00:00,"Probability of nuclear war is rising because majority of humans currently living genuinely WANT the nuclear war to happen, just so they can see what happens; whatever happens.
#humans #RussianUkrainianWar #men #russiaisateroriststate #ElonMusk @elonmusk #NATO #UkraineRussiaWar","Durban,South Africa",0,0
1579231075091742721,2022-10-09 22:03:23+00:00,"Russia buying $86,000 of sodium iodide tablets seems like preparation to me.
https://t.co/CLbpmRJmso",,0,0
1579230857348673536,2022-10-09 22:02:31+00:00,"Choose 3 of my policies

1. Ban homosexuality
2. Repeal the first amendment
3. Invade Canada
4. Abolish Congress
5. Install me as Führer of America
6. Execute all homeless people
7. Start a nuclear war",,1,6
1579229052778741760,2022-10-09 21:55:21+00:00,"Well, I guess i'm with trump on this one. America think that they can realistically win a nuclear war. No one wins a nuclear war.
#ww3 https://t.co/ne5jxUf7sd",,0,1
1579228093709185024,2022-10-09 21:51:32+00:00,"The same people who had bad takes about Covid being benign and fake, about AGI risk, about Bitcoin, about how the invasion of Ukraine would be over in 3 days in a total Russian victory, are now telling you that Ukraine needs to cede its territory or else there will be nuclear war",United States,23,193
1579226931463352320,2022-10-09 21:46:55+00:00,Russia's nuclear doctrine is very clear and we have not yet crossed the red lines and the frightening threshold. I've read it 5 times. You can trust me. Nuclear war will not happen tomorrow or in the near future. https://t.co/wjbpcZs4gS #NATO #USA #Ukraine,Antakya,0,2
1579225642880888832,2022-10-09 21:41:48+00:00,Remember when #Biden recently talked about the biggest nuclear threat since Turkey* nuclear missile crisis? He said such a thing also some weeks earlier. He has either a cold war 1 flashback or is announcing the next desperated step by #NATO of which #Ukraine is a de facto member,Eurasien,0,0
1579225516120616960,2022-10-09 21:41:18+00:00,"As it stands, it is only a matter of time before Russia looks for a flimsy excuse to nuke #Ukraine.

Ukraine blew up the Crimea bridge and Russia is shelling a city it annexed. This could escalate fast into a #nuclear war.
#CrimeanBridge #UkraineRussiaWar

https://t.co/vNdQG44HP7",United Kingdom ,0,0
1579225395664076800,2022-10-09 21:40:49+00:00,"The sure way to avoid nuclear war is for Russia not to start one #Ukraine #USA #Germany #Ireland #EU #UK #Europe #France #Austria #Czech #Netherlands #Poland #Lithuania #Latvia #Estonia #Canada #Japan #Australia #Finland #Sweden #NATO
#RussiaIsATerroristState https://t.co/2tkq7Ufa9Q",Canada,0,1
1579224776681607168,2022-10-09 21:38:21+00:00,"BUCKET LIST BEFORE NUCLEAR WAR 

1. hug an irl women
2. touch boobs 
3. bench 315lbs",,0,0
1579223822628425728,2022-10-09 21:34:34+00:00,🔥 The First Shots of #NuclearWar Have Been Fired: #SteveQuayle Issues Emergency Warning! ARTICLE: https://t.co/DsBcJDuwIQ #Ukraine #NATO #Russia #NuclearWar #WW3 https://t.co/EBuav4xVVm,Texas,2,1
1579219196831240192,2022-10-09 21:16:11+00:00,"There remains a lot of fear and doubt in media about the war torn #nuclear plant at #Zaporizhzhia in Ukraine.

It's a great time to invoke Marie Curie:

""Nothing in life is to be feared, it is only to be understood. Now is the time to understand more, so that we may fear less."" https://t.co/BVoE1gKQiR",Europe,3,8
1579218921739399169,2022-10-09 21:15:06+00:00,We are about to go to #Nuclear war for these assholes… https://t.co/cQHwy0iAY0,,0,0
1579218365666955264,2022-10-09 21:12:53+00:00,"Looming nuclear war got you feeling stressed? Have little time line cleanse with Wilson 
#CatsofTwittter #kitten #RussiaIsLosing #CrimeanBridge #Armageddon https://t.co/m7vjNHBOnS",Honeycomb Hideout ,0,1
1579217443821875200,2022-10-09 21:09:13+00:00,The narrative of #ClimateCrisis in light of #nuclear #war is so comical that it  should be embarrassing.  That smart people have either fallen for and/or advocated this conspiracy is a sign of our times. https://t.co/dsijxf19Bn,,0,0
1579217228716998657,2022-10-09 21:08:22+00:00,"While people are saying, “Peace and safety,” destruction will come on them suddenly, as labor pains on a pregnant woman, and they will not escape.
1 Thessalonians 5:3 
The impending nuclear war is a sign that destruction is coming to the earth. For more follow
#mightywordonktn","Nairobi, Kenya",0,0
1579215124623073281,2022-10-09 21:00:00+00:00,"#PopeFrancis warns of the danger of #nuclear war, recalling the “menace” that threatened the globe as the Second Vatican Council convened six decades ago.

https://t.co/GPwUeK7rzi",Dubai,2,2
1579212749397061632,2022-10-09 20:50:34+00:00,"If #Putin is preparing the babushkas (grandmothers) for #nuclear war, it means the BIG ONE!
Blowing the #CrimeaBridge and #Zelensky laughing, is a shame face that #Russians ain't forgetting.
#God himself has prophesied by 7 true #prophets that #Armageddon is extinction (THE END)! https://t.co/liNcblpQfI","California, USA",0,1
1579212093727051776,2022-10-09 20:47:58+00:00,"The former clown threatens the whole world with nuclear war and ""the world"" can do nothing with him.  Then do not interfere with #Russia!  And stop pumping up an inadequate country with weapons.  Support Putin!  Only he can save the world! https://t.co/4bE3CKqVyY","Sevastopol — Moscow, Russia",4,33
1579211575201628161,2022-10-09 20:45:54+00:00,I feel like #nuclear war at this point is kinda a 2023 thing?,"London, England",0,1
1579211385204273152,2022-10-09 20:45:09+00:00,"Wait...

1. US keeps population in perpetual poverty to force enlistment
2. Mobilizes criminals
3. Bombs Iran for making drones and North Korea for weapons
4. Wants to involve the whole world in war
5. Threatens with nuclear weapons a non-nuclear country

So. Who's going to lose? https://t.co/26dhhqqZhq","Melbourne, Victoria",0,0
1579209992800206848,2022-10-09 20:39:37+00:00,"Anyone who wants to avoid a nuclear war, simply ask Putin to get the hell out of Ukraine....there, that will stop the war IMMEDIATELY!!!

#Pedoputin #UkraineWar #UkraineRussianWar #Ukraine #Russia #Ukrainian #UkrainianArmy #Russian #RussianArmy",,1,21
1579208086744887296,2022-10-09 20:32:02+00:00,"Kremlin insiders warn Putin will use tactical nuclear weapons as fears of World War 3 soar

Many analysts believe a military defeat would pose an existential threat to the Russian President &amp; his regime and Putin will do anything to avoid such an outcome

https://t.co/xZSu2yWzm6","London, England",0,0
1579206893934780418,2022-10-09 20:27:18+00:00,"Article Link: https://t.co/Vm64ZpVeRG 
Putin convenes Russia's Security Council, his press secretary comments on possibility of enacting nuclear doctrine

Please Follow us to help the people of Ukraine 

#ukrainewar #ukraine #war #army #military  #specialforces #russia #nato #don",Cape Coral FL,0,1
1579206870459617280,2022-10-09 20:27:12+00:00,after Zelenskyy makes fun of it and Twitter's blue-ticked Ukraine government accounts celebrate a terror act that killed 3 civilians in Russia - did the British get a bit worried about a possible cause for a nuclear world war and feed their corrupt media with a conspiracy theory? https://t.co/NLsvz8nc7R https://t.co/yON1NgFCJl,"Zurich, Switzerland",1,1
1579204177468985345,2022-10-09 20:16:30+00:00,"THIS is strategic analysis. @TimothyDSnyder explains how Putin's competitors save their fighters for the power-fight in Moskow: ""For all of the actors concerned, it might be bad to lose in Ukraine, but it is worse to lose in Russia"". #Nuclear is #Nonsense.
https://t.co/V3e5tCCJtZ",Langley 🇪🇺,0,0
1579204135001665536,2022-10-09 20:16:20+00:00,"It is apparent that #Russia does not want to be baited into a nuclear war by the #USA. The USA which has been braying for such a conflict for decades... 
#WW3",,1,3
1579201551075528704,2022-10-09 20:06:04+00:00,"Calm down, There isn't going to be a nuclear war or a #Nuclear attack by #Russia. All these doomsday theory will fail in the end. #Putin isn't mad to launch a nuclear attack though West is trying every trick to make him commit him this mistake. #RussiaUkraineCrisis",,0,0
1579200155953553409,2022-10-09 20:00:31+00:00,"Yoh you guys, i just saw a surge in orders for:

1. Canned fish
2. Canned tomatoes
3. Iodine pills
4. Radiation water filters 

You f***** animals this implies  y'all prepping for a nuclear war, wtf😧😧",,0,1
1579198163671429120,2022-10-09 19:52:36+00:00,"#timestamp !
"" In the coming months, 
a cold #war against #ukraine will come to all of #PUTIN's cities, 
and light #nuclear #fallout is also expected.  
 Evgeny Samarin  #spring #weather #city #Moscow 11:20 AM Mar 4, 2022 ·"", by Moscow @moscowgov ... $SPY","New Germany, South Africa",0,0
1579197226642874368,2022-10-09 19:48:53+00:00,"How do you get labeled of an AntiChrist spirit?

1. Bring the world to the brink of Nuclear War because of your Ukranian $$$ connections. And your ego.

2. Funding Nazis in Ukraine.

3. Allowing 220 children's hospitals to castrate young children. 

4. Attack a nation's energy. https://t.co/LqYOhxLAlY",USA,0,4
1579196254587785216,2022-10-09 19:45:01+00:00,"How the little support Putin was getting seems to be fading out. Soon, Russia will be more alone than ever. No nation see’s the benefit of armed border conflicts and threats of nuclear war. #russia #ukraine  https://t.co/RzEuqVhfvM",In the cloud.,2,1
1579195827226292224,2022-10-09 19:43:19+00:00,"What should people buy before the nuclear war?

#ww3 #war #Russia #Ukraine️",,0,1
1579194583002796032,2022-10-09 19:38:23+00:00,"1. Complete retreat from ukraine
2. War criminals stand trial. ALL of them. Including putin.
3. Full repair payments. 
4. Full democratic reform under UN supervision.
5. Russia loses its UN veto.
5. 100% nuclear disarmament

THAT is what we now want from russia. Zero compromises.","Amsterdam, De Pijp",0,0
1579194383731404802,2022-10-09 19:37:35+00:00,and suddenly everyone starts talking about a #nuclear war https://t.co/xDWVff1ywn,404,0,2
1579194263778492416,2022-10-09 19:37:07+00:00,"☢War Footing: United States Buys $290 Million Worth of Drugs in Preparation for Nuclear Emergencies
https://t.co/ItIy6u8Jpp",,0,0
1579194011663101952,2022-10-09 19:36:07+00:00,"#Redacted, #Clayton #Morris, Oct. 9.

The #Bill #Gates #Cabal is preparing
for #NUCLEAR #WAR with these #Bunkers 🥴
(But Putin warned he will especially target those Bunker area's in a retaliatory Nuclear strike) 👍👊

https://t.co/RAu3zhosKI via @YouTube",Schagen The Netherlands,0,1
1579193505737412610,2022-10-09 19:34:06+00:00,"I see a lot of nuclear war talk…God is not going to allow that to happen.  Read your Bible, read and study prophecy.  #NuclearWar #Armageddon #BidenWorstPresidentEver",,0,1
1579191350851162112,2022-10-09 19:25:32+00:00,nuclear war cannot be started or stopped by tweeting. this decision is made by the Powers That Be behind closed doors. we’re all just here to suffer the consequences 🔥🤷🏻‍♂️ ☢️  #NATO,everywhere and nowhere,0,0
1579189960372269058,2022-10-09 19:20:01+00:00,Nuclear war is no so far #war,369,0,1
1579188778735849473,2022-10-09 19:15:19+00:00,"About real ""power"" 🇷🇺 :
1. The Russian Federation announces mobilization due to the loss of the regular army.
2. Mobilizes criminals in prisons.
3. Begs for drones in Iran and weapons in North Korea.
4. Wants to involve Belarus in the war.
5. Threatens nuclear weapons use
DOOMED! https://t.co/pYXlZJbVAi",,0,0
1579186521114292224,2022-10-09 19:06:21+00:00,"A nuclear war is when both sides have nuclear weapons #Ukraine #USA #Germany #Ireland #EU #UK #Europe #France #Austria #Czech #Netherlands #Poland #Lithuania #Latvia #Estonia #Canada #Japan #Australia #Finland #Sweden #NATO
#RussiaIsATerroristState https://t.co/Lw0xjckRnK",Canada,0,1
1579184130327465990,2022-10-09 18:56:51+00:00,The World's Nuclear Weapons And Their Locations 2022! https://t.co/Jd6qjN3vfg via @YouTube Lets make sure things start to de-escalate around the #World !  No one wins in a #Nuclear #war and that includes mother #earth !  Grow up and stop fighting.  Please share.  #Russia #Putin,,0,2
1579182581438124032,2022-10-09 18:50:41+00:00,"They didn't make a nuclear weapons for storage 🌚
#RussiaIsLosing
#Russia #Ukraine #war #RussianArmy",,0,1
1579180235244728322,2022-10-09 18:41:22+00:00,World War 3: Secret Nuclear Underground Bunker Regan Vest  #abandoned #urbex #abandonedplaces  https://t.co/dP53lixMVk,,0,0
1579178284977655808,2022-10-09 18:33:37+00:00,"Also why DEFCON 3, exactly? DEFCON 3 is described as ""Increase in force readiness above that required for normal readiness."" With nuclear war, that seems serious. With Kanye, it might mean charging his phone. https://t.co/5eoYAjL83k","San Antonio, TX",0,2
1579178254560546819,2022-10-09 18:33:30+00:00,"The Day After (nuclear bomb attack clip) Broker 4 Peace  or this https://t.co/WJAhJLmK06

#news #BTC,#God #bb24 #USA #NYC #Russia,#nftart,#Metaverse #Ukraine,#ETH WW3,
#nuclearwar,Emergency, Nuclear War #NATO Armageddon,Kanye,Zelensky,Opposition,China Ukraine,Jon Stewart,Cancel https://t.co/fUe4Ae5xNs","NY, NY",1,4
1579177178058457088,2022-10-09 18:29:13+00:00,"Conservatives: Marriage is between a man and a woman.

Liberals: Inflation is good for you, eat bugs instead of cows, nuclear war could reverse global warming 🤦‍♂️ 

#RealStory #conservatives #liberals #politics #ww3 #fakenews 

https://t.co/9sXQynHSZw",Orange County/West Hollywood,0,0
1579176785618472960,2022-10-09 18:27:40+00:00,"Russia-Ukraine war: Fire at Zaporizhzhia #nuclear #plant put out 

https://t.co/vOd1T1SWRO  It's not #anime #movie #Game #Esport",,1,0
1579176175972548608,2022-10-09 18:25:14+00:00,"As if #COVID wasn't bad enough, @elonmusk talks of #nuclear war in our lifetimes. 🤦🏻‍♂️ https://t.co/Isghxg11Uh",Highlands ,1,2
1579172933083475970,2022-10-09 18:12:21+00:00,"About the real ""power"" of Russia.

1. RF announces conscription due to the losses
2. Mobilizes criminals 
3. Begging Iran for drones and North Korea for weapons
4. Wants to involve Belarus in the war
5. Threatens with nuclear weapons a non-nuclear country

RF is doomed to lose.",,0,2
1579172473664286721,2022-10-09 18:10:31+00:00,"📣 It’s funny to see the same people who were screaming at the sky about a nuclear war with NK are the same people making memes pushing for one w/ Russia. The problem is these soy lads know nothing about what war entails.

Hint: it’s not like Fortnite.

#CrimeanBridge #ww3 #Putin",,5,99
1579171483921698816,2022-10-09 18:06:36+00:00,"DEFCON 3 means “defense condition 3” and is in reference to (nuclear) war. There are 5 levels, where 1 is “ready for war” and 5 is “relaxed” in military readiness.

Deathcon isn’t technically a thing. It sure sounds bad, and that was certainly hate speech.",Los Angeles,0,3
1579171211938238466,2022-10-09 18:05:31+00:00,"#UkraineWar #Ukraine #Russia

🚬 @elonmusk Warns Probability of Nuclear War 'Rising Rapidly'

https://t.co/cVBjCIFA7F https://t.co/EZCSISUDVC",50° 52' 20.48N  4° 25' 11.54E,0,0
1579170479268847616,2022-10-09 18:02:36+00:00,"Bi den's Chi-C om have a secret Police Station in NYC to hunt down Asian Americans 
https://t.co/80D2kvYFO1
#news #BTC,#God #bb24 #USA #NYC #Bitcoin #Russia,#nftarti̇st,#Metaverse #Ukraine,#ETH WW3,
#nuclearwar,Emergency,Mehmet, Nuclear War.Armageddon,Kanye,Zelensky,#China,Cancel https://t.co/CsGMBXIS8Y","NY, NY",0,0
1579170162632437761,2022-10-09 18:01:20+00:00,"All 3 men proved their points: high time to de-escalate, end the war:

1. Biden proved he is willing to bring US on the brink of nuclear #Armageddon, deplete our weapons supply, strategic oil reserves, drive us into recession, sacrifice #NewYorkCity to keep #Ukraine borders safe. https://t.co/WecvZxml7X",USA,5,8
1579169815365038080,2022-10-09 17:59:58+00:00,"He so smart he can tell the west to use nuclear weapons and idiots will start a Nuclear war because of him! @elonmusk right? Now I know how dumb #NATO Really is! If you want to be independent stay away from The #nato One of their member can put the others in unnecessary conflict, https://t.co/BVJovu0Wcz",The great continent of Africa ,0,1
1579163673691447296,2022-10-09 17:35:33+00:00,"Putin will chair meeting of his Security Council tomorrow amid Western fears he 'might go nuclear' after Crimea bridge blast humiliation - as Russian governors threaten missile attacks 'in desire to seek revenge' 
via https://t.co/VVVONfSikX #war #putin https://t.co/bfr3kTLM5O",,0,0
1579163519253360640,2022-10-09 17:34:57+00:00,"Armageddon...They say it will happen fast (nuclear war) once it starts and should that day come, we would be starting over, assuming anyone survives. In that case, maybe we'll be back in 2-3 million years and maybe this time we'll get it right. Will there be next year? @POTUS",Texas,1,2
1579162951210393600,2022-10-09 17:32:41+00:00,"#War #Russia #Z 🇷🇺
Now that #nuclear events seem indeed probable, it is interesting to see real fear in billionaires' eyes, those who have always taken for granted they were untouchables. In the end they are nothing but cowardly fools. 🤡","São Paulo, Brazil",0,1
1579162599266340864,2022-10-09 17:31:17+00:00,"Sad to say, but this is probably why TDS Democrats are so psyched about provoking nuclear war. #Ukraine #Russia https://t.co/c8ePf6nUm6",The Wild West,0,0
1579160268222779393,2022-10-09 17:22:01+00:00,"On the latest Censored, But Not Silenced, @GordonGChang and @rebekah0132 explore the chances of a #nuclear confrontation with #China or #Russia.

#war #nuclearwar #conflict #US #USA #Ukraine #Russian #RussiaUkraineWar https://t.co/BWSgF4iqYY","Hudson Valley, NY",0,0
1579159321493245958,2022-10-09 17:18:16+00:00,"Why are all the pro vaccine, mask wearers Pro nuclear war? 🤔

#Ukraine #Russia #Biden #Zelensky #crimea",,0,1
1579155543184535553,2022-10-09 17:03:15+00:00,"Very good forward-thinking analysis by @TimothyDSnyder, far beyond the reductive nuclear frames dominating too many discourses and proposing a much more real-life scenario for developments in #Russia given the mounting problems #Putin has in #Ukraine.
https://t.co/byDAE9B4jh",🇺🇦 🇩🇪 🇪🇺,0,2
1579154385900556289,2022-10-09 16:58:39+00:00,"And these guys are still in a hurry to go to war with Russia..... Even demanding from United States to deploy nuclear weapons on #Poland's soil. 
#ZaidHamid #GlobalReset #WEF #NWO #EnergyCrisis #BuildBackBetter #Agenda2030 #WW3 #UkraineRussianWar 

https://t.co/Fx3XB7BW4m",,1,1
1579154179821432832,2022-10-09 16:57:50+00:00,"I love #peace #nature #tennis #clean #water #environment #music #sexy #girl.. I hate #war #nuclear #weapon ,dirty #air water.",,0,0
